Reservoir,Nb,U/Pb,La,Rb,Ba,Th/U,Location
EM2,36.1,0.304694836,32.6,10,142,4.730354391,
EM2,20.9,0.721088435,19.5,16.3,150,1.867924528,
EM2,51.8,0.637450199,50.7,13.6,365,3.35625,
EM2,23.2,0.304964539,18.9,8.4,133,4.139534884,
EM2,30.7,0.230769231,26.9,15.6,180,6.948717949,
EM2,42,0.291959799,34.1,25.2,239,5.645438898,
EM2,27,0.351369863,23.9,29.5,146,4.385964912,
EM2,,,,44,389,,
EM2,,,,56,547,,
EM2,22.3,0.406666667,16.3,5.85,150,4.051522248,
EM2,65.1,0.278106509,51.2,17.4,449,5.829787234,
EM2,72.4,0.320402299,77.6,54.2,457,5.058295964,
EM2,37.3,0.228070175,31.4,13.2,540,6.615384615,
EM2,53.2,0.18474026,44.9,26.1,362,8.014059754,
EM2,36.7,0.262425447,58.8,28.1,160,2.575757576,
EM2,47.8,1.028846154,39.6,28.5,168,2.228971963,
EM2,23,0.392727273,67.7,30.1,313,2.018518519,
EM2,39.6,0.919047619,33.1,19.5,269,1.67357513,
EM2,81.4,0.479166667,65.4,33.3,534,3.755434783,
EM2,65.5,0.559259259,49.6,16.1,104,3.940397351,
EM2,65.1,0.50617284,50.6,25.7,416,3.170731707,
EM2,58.2,0.61003861,45.2,35.6,346,2.784810127,
EM2,65,0.5,61,29.3,406,3.146496815,
EM2,98.2,0.525193798,71.3,54.4,707,3.357933579,
EM2,43,0.37826087,34,16.9,217,3.862068966,
EM2,45.6,0.259414226,36.5,22.7,262,5.951612903,
EM2,49.7,0.839285714,38.3,32,253,2.085106383,
EM2,,0.605109489,,,,1.700844391,
EM2,26.2,0.410596026,23.4,40.4,151,3.629032258,
EM2,44,0.563535912,36.9,35.8,304,3.274509804,
EM2,54.3,0.510548523,41.7,43.2,347,3.570247934,
EM2,34.6,0.547619048,25,22.2,165,3.623188406,
EM2,42.4,0.585635359,31.8,34.8,250,2.943396226,
EM2,55.5,0.370242215,43.3,26.2,311,4.186915888,
EM2,39.5,0.460580913,32.4,22.5,231,3.108108108,
EM2,37.5,0.375690608,29.2,15.7,228,4.647058824,
EM2,28.2,0.350282486,23.7,11,146,4.85483871,
EM2,53.7,0.436666667,44.4,23.19,316,4.244274809,
EM2,85.3,0.188034188,86.1,43.02,237,9.159090909,
EM2,47.2,0.396428571,43.7,26.61,433,4.675675676,
EM2,41.3,0.41322314,38.2,20.53,293,4.55,
EM2,45.3,0.424603175,35.9,25.66,256,4.205607477,
EM2,35.7,0.392694064,29.8,28.58,236,4.255813953,
EM2,25.9,0.536423841,21,15.8,140,2.777777778,
EM2,23.8,0.611111111,20.1,14.4,139,2.443181818,
EM2,46.2,0.590027701,41.8,38.9,280,2.014084507,
EM2,34.6,0.45,28.9,12.4,207,3.655555556,
EM2,36.6,0.279411765,39.6,32.2,379,4.330827068,
EM2,,0.407176287,113.1,,,3.421455939,
EM2,,0.529411765,,7.01,,2.222222222,
EM2,,0.449275362,,8.98,,3.193548387,
EM2,,0.621468927,,23.3,,2.236363636,
EM2,,0.486486486,,12.3,,2.333333333,
EM2,,0.405797101,,13.2,,2.928571429,
EM2,123.47,0.562363239,87.48,51.38,629.55,4.622568093,Marquesas
EM2,17.16,0.342384173,13.41,,,3.367334906,
EM2,16.91,0.366815072,12.51,,,3.358496152,
EM2,6.12,,5.51,,,,
EM2,6.33,,6.32,,,,
EM2,,0.407536521,,,,3.273862865,
EM2,83.34,0.52866242,98.09,33.63,392.03,5.903614458,Marquesas
EM2,,0.432835821,,3.8,,1.844827586,
EM2,,0.682242991,,29.7,,3.349315068,
EM2,,0.697674419,,30.8,,3.52,
EM2,15.1,0.439372325,9.99,2.06,50.8,3.344155844,
EM2,20.9,0.315957447,13.2,4.61,112,4.107744108,
EM2,16.6,0.380175659,10.8,6.1,75.7,3.366336634,
EM2,24.2,0.356410256,21.8,10.2,140,3.573141487,
EM2,26.2,0.2856,19.2,9.02,142,4.285714286,
EM2,24.5,0.175193798,16.7,0.573,93.9,7.123893805,
EM2,32,0.267721519,25.6,9.63,188,4.609929078,
EM2,13,0.34859675,11.6,5.48,80.1,3.453389831,
EM2,22.3,0.360040568,16.8,6.81,134,4,
EM2,27.1,0.217054264,17.4,3.32,141,5.75,
EM2,20.1,0.271287129,13.8,5.14,102,4.525547445,
EM2,25.2,0.22991453,16.8,3.05,125,5.799256506,
EM2,15.2,0.306569343,11.4,3.29,85.4,4.533333333,
EM2,28.2,0.259090909,18.6,4.26,139,5.321637427,
EM2,30,0.18852459,19.4,2.86,170,7.695652174,
EM2,19.9,0.192584964,12.8,2.04,84.7,6.363636364,
EM2,16,0.280898876,10.5,3.46,91.3,4.91,
EM2,21,0.393028846,13.1,1.93,70.8,3.853211009,
EM2,28.1,0.352816901,18.5,11.7,143,3.69261477,
EM2,21.7,0.310185185,20.7,5.74,114,3.910447761,
EM2,30.5,0.395419847,19.5,6.06,150,3.687258687,
EM2,22.1,0.239823982,14.1,2.7,93,6.330275229,
EM2,79.38,0.503472222,54.45,31.07,407.56,3.648275862,Marquesas
EM2,60.15,0.396866841,52.52,2.2,490,3.934210526,
EM2,71.53,0.270967742,49.91,19.5,468,4.785714286,
EM2,22.42,0.328244275,16.13,,86,3.279069767,
EM2,77.9,0.390196078,53.8,55.7,665,4.462311558,
EM2,6.45,0.235643564,5.08,3.62,42.1,4.226890756,
EM2,11.618,0.411290323,8.017,9.153,97.986,3.152941176,
EM2,21.524,0.351242983,15.872,12.071,153.935,3.550228311,
EM2,,,11.4,5.96,60.4,,
EM2,9.95,0.298602287,7.21,5.97,70.7,3.2,
EM2,8.832,0.360544218,7.385,5.92895,77.179,3.339622642,
EM2,29.64,0.402985075,19.04,10.89,132.34,3.185185185,
EM2,20.25,0.37,13.25,6.84,91.04,3.135135135,
EM2,22.47,0.404040404,14.19,7.49,93.24,3.175,
EM2,25.2,0.368852459,16.56,8.77,107.1,3.222222222,
EM2,20.72,0.37755102,13.23,7.02,87.62,3.135135135,
EM2,,,7.17,2.29,38.8,,
EM2,24.11,0.198717949,16.73,8.91,107,4.193548387,
EM2,23.19,0.308219178,16.36,8.5,105.3,3.444444444,
EM2,15.18,0.197183099,10.51,5.39,67.93,3.464285714,
EM2,15.08,0.232758621,10.39,5.3,66.93,3.481481481,
EM2,20.7,0.28057554,15.24,7.65,95.09,3.41025641,
EM2,20.02,0.408602151,14.1,7.59,88.93,3.447368421,
EM2,16.89,0.260869565,11.83,5.96,73.47,3.5,
EM2,24.31,0.445454545,17.88,9.67,114.2,3.346938776,
EM2,21.46,0.121495327,15.68,8.22,98.57,3.461538462,
EM2,21.58,0.416666667,15.46,8.57,101.04,3.4,
EM2,17.11,0.288135593,12.88,6.24,79.64,3.352941176,
EM2,,0.330508475,13.04,149,104.7,3.230769231,
EM2,,0.335877863,13.88,166,115.3,3.272727273,
EM2,,0.356756757,16.74,212,144.2,3.257575758,
EM2,25.4,,,8,201,,
EM2,27.3,,,10.57,246,,
EM2,22.3,,,10.2,194,,
EM2,23.3,,,10,227,,
EM2,25.8,,,7.95,226,,
EM2,29.5,,,11.16,254,,
EM2,31.1,,23.47,14.31,189.8,,
EM2,28.2,,23.02,4,158.6,,
EM2,,0.339869281,17.43,177,123.2,3.211538462,
EM2,,,12.54,8.97,98.1,,
EM2,,,17.66,168,130.3,,
EM2,,0.362318841,17.66,175,128.9,3.32,
EM2,,0.469230769,16.06,195,121,3.147540984,
EM2,,,17.56,9.64,132.3,,
EM2,22,0.335877863,18.01,8,124.5,3.159090909,
EM2,25.4,0.362068966,21.15,12,149.5,2.984126984,
EM2,30.1,0.361904762,27.94,13,190.2,3.328947368,
EM2,29.4,,21.95,9,165.9,,
EM2,16.9,,15,5.96,122.6,,
EM2,36.8,,,17.1,294,,
EM2,31.8,,23.97,16.34,220.9,,
EM2,24.3,0.398601399,17.65,10.75,133.7,3.350877193,
EM2,18.1,,15.24,6,109.6,,
EM2,22.1,0.166666667,15.73,9.21,120,4.535714286,
EM2,,,21,11.8,171.2,,
EM2,37.72,0.331578947,24.07,13.23,154.6,3.301587302,
EM2,20.54,0.166666667,15.73,9.21,120,4.535714286,
EM2,16.9,,,6,,,
EM2,,,13.8,7.07,89.8,,
EM2,38.25,0.273743017,26.23,14.72,178,4.204081633,
EM2,5.71,0.289473684,14.56,9,80,3.212121212,
EM2,35,0.330097087,26.32,14.66,178.89,3.647058824,
EM2,15.5,0.263636364,12.02,6.11,87.76,3.724137931,
EM2,7.66,0.161616162,5.75,3.61,43.63,3.5625,
EM2,27.56,0.285714286,20.8,12.51,148.21,3.685185185,
EM2,33.88,0.281938326,25,14.91,188.27,3.671875,
EM2,23.59,0.188679245,16.22,8.29,102,4.233333333,
EM2,,,4.36,1.61,31.8,,
EM2,,,7.14,,53.4,,
EM2,,,10.26,9.29,88.3,,
EM2,21.04,0.103448276,15.78,7.94,85,4.166666667,
EM2,34,0.335714286,22.2,12,137,3.829787234,
EM2,25.3,0.255102041,15.63,7.48,97,4.52,
EM2,28.5,0.260869565,17.94,8.71,115,3.861111111,
EM2,34,0.336363636,34.2,15,194,3.648648649,
EM2,33,0.335714286,22.2,12,137,3.829787234,
EM2,26.97,0.28,21.2,11,129,3.80952381,
EM2,27.6,0.335664336,19.03,9.8,120,3.416666667,
EM2,49,0.336363636,34.2,15,194,3.648648649,
EM2,39.7,0.529411765,25.8,16,162,2.555555556,
EM2,28.6,0.555555556,17.7,11,111,2.6,
EM2,21.5,0.103448276,15.78,7.94,85,4.166666667,
EM2,36.34,0.383647799,22.49,12.55,141.2,3.31147541,
EM2,40,0.259090909,26.4,14,157,3.859649123,
EM2,33,0.266666667,21.6,12,128,4.25,
EM2,,,19.55,13.4,125.7,,
EM2,,,24.5,16.6,153.1,,
EM2,40.07,0.395348837,25.79,14.35,155.8,3.470588235,
EM2,37.21,0.4,23.35,13.19,145.1,3.5,
EM2,,,10.46,6.78,95.9,,
EM2,,,66.52,66,381.4,,
EM2,,,14.87,5.39,77.1,,
EM2,23.26,0.255102041,15.63,7.48,97,4.52,
EM2,14.82,0.269230769,10.53,6.38,68.44,3.428571429,
EM2,,,13.59,10.6,79.3,,
EM2,33,0.28,21.2,11,129,3.80952381,
EM2,20.6,0.396226415,13.8,7.94,97.22,3.285714286,
EM2,20.75,0.41509434,13.92,8,97.77,3.159090909,
EM2,9.6,0.196261682,9,5.09,48.64,3.619047619,
EM2,11.45,0.135802469,10.32,3.89,62.93,3.454545455,
EM2,20.9,,15.69,8.6,130,4.256410256,
EM2,23,0.266666667,18.5,13,107,3.5,
EM2,,,23.22,13.4,177,,
EM2,,,15.5,6.6,122.7,,
EM2,,,35.11,13.9,177,,
EM2,,,25.9,17,149.7,,
EM2,36.2,0.245614035,30.4,21.75,272.9,4.371428571,
EM2,38.8,0.225806452,30.6,21.94,278.5,4.285714286,
EM2,60.8,0.272058824,41.9,36.58,338.1,4.554054054,
EM2,36.2,0.219373219,32.4,23.67,295.1,4.181818182,
EM2,,,8.98,3.92,45.5,,
EM2,22,0.2,14.8,19,230,4.666666667,
EM2,27,0.276836158,17.48,10.85,108.5,3.653061224,
EM2,35,0.2,22.5,13,129,3.4,
EM2,27.04,0.365671642,17.46,10.38,116,3.244897959,
EM2,,,18.1,11.5,153,,
EM2,12.84,0.387533875,9.9,5.49,60.3,3.108391608,
EM2,,,10.6,3.11,158,,
EM2,,,29.21,13.8,177.1,,
EM2,5.828,0.330357143,4.55,2.09,26.1,2.621621622,
EM2,45.62,0.441747573,35.78,18.26,200.8,3.868131868,
EM2,21.72,0.45,22.15,25.66,263.2,4.35042735,
EM2,17.6,0.371179039,30.31,20.5,423.5,3.247058824,
EM2,7.47,0.254545455,5.25,5.83,57.87,3.5,
EM2,7.01,0.274509804,4.92,3.96,54.56,3.214285714,
EM2,24.67,0.333333333,15.36,14.77,182.3,3.16,
EM2,12.79,0.284090909,8.63,6.96,89.98,3.2,
EM2,26.36,0.350746269,16.98,13.25,159.4,3.723404255,
EM2,21.46,0.340909091,14.31,12.33,166.3,3.111111111,
EM2,41,0.423756906,29.5,16.5,218,4.119947849,
EM2,10.2,0.22173913,10.5,11.7,45.1,3.062745098,
EM2,9.32,0.338235294,8.06,2.87,35,3,
EM2,10.18,0.534246575,8.44,0.62,46,2.282051282,
EM2,7.31,0.41025641,5.74,1.3,23,3.25,
EM2,18.83,0.4,13.9,11.6,126,4.3,
EM2,6.93,0.428571429,5.45,1.3,25,3.266666667,
EM2,14.8,1.038461538,10.69,1.8,67,3.592592593,
EM2,15.94,0.46031746,11.8,4.1,54,3.862068966,
EM2,6.34,0.358974359,5.19,1.7,20,3.285714286,
EM2,59,0.383783784,46,19.7,346,1.478873239,
EM2,105,0.316129032,71,52.7,532,3.163265306,
EM2,17.9,,15.7,11.5,108,3.5,
EM2,19.4,5,17.6,12.7,119,3,
EM2,25.9,1.2,22.7,8.4,149,4.333333333,
EM2,24.5,2.666666667,25.1,19.2,184,3.125,
EM2,23.9,0.372727273,11.94,13.2,137,3.926829268,
EM2,17.2,0.433333333,12.17,11.5,106,3.846153846,
EM2,20.1,0.357142857,10.49,12.8,110,3.685714286,
EM2,30.6,1.6,31.9,16.5,212,3.5,
EM2,28.4,0.875,26,24.1,179,3.714285714,
EM2,45.9,0.057692308,53.9,39.4,351,3.733333333,
EM2,11,2.45,10,3.2,43,0.680272109,
EM2,38,0.45625,23,18.6,256,4.109589041,
EM2,33.9,0.522123894,8.47,8.42,208,3.220338983,
EM2,99.6,0.415384615,56.52,57.5,616,4.285714286,
EM2,33.9,0.469879518,20.08,14.9,169,3.153846154,
EM2,35.4,0.6,28,29,245,4.666666667,
EM2,20.7,0.666666667,18,12.4,177,4.25,
EM2,13,1,9.8,7.3,75,3,
EM2,38.8,0.545454545,29.3,17.4,253,4.166666667,
EM2,27.5,1,22,14.4,161,5.25,
EM2,40.4,0.777777778,29.3,21.5,227,4,
EM2,22.5,0.3375,9.1,6,100,5.185185185,
EM2,20.5,0.226666667,7.4,2.46,104,7.352941176,
EM2,29.3,0.264,9.78,6.73,164,6.636363636,
EM2,41.9,0.510989011,15.91,20.9,236,2.634408602,
EM2,57.7,0.406716418,32.99,38.1,403,4.357798165,
EM2,90.1,0.330210773,44.09,44.2,559,4.687943262,
EM2,96.8,0.428571429,50.64,54.8,599,4.709090909,
EM2,34.1,0.260606061,14.31,15.6,177,4.488372093,
EM2,1.33,,1,0.65,9,4.25,
EM2,3.65,,2.54,0.61,17,4,
EM2,1.99,,1.56,0.51,16,4,
EM2,36.5,0.391812865,23.5,25.5,331,3.582089552,
EM2,37.7,0.432160804,25.1,12.8,360,2.918604651,
EM2,40.9,0.47979798,27.7,8.39,257,2.789473684,
EM2,7.11,,,2.998,42.75,,
EM2,23.3,,,11.41,125,,
EM2,11.22,0.452830189,6.7,,96.21,3.125,
EM2,21.65,0.521276596,12.81,,161.63,3.081632653,
EM2,14.4,,8.6,9.1,90,,
EM2,4.45,1,2.79,,33.65,3.3,
EM2,7.57,0.307692308,4.62,3.89,48.22,2.4375,
EM2,4.45,0.588235294,2.68,,31.18,3,
EM2,10,,,5.305,73.22,,
EM2,14.49,,,8.063,101.3,,
EM2,14.3,,,7.839,101,,
EM2,15.42,0.449438202,10.03,9.09,113.1,2.45,
EM2,11.6,0.266666667,8.37,7.11,80.6,2.714285714,
EM2,25.5,0.339130435,16.3,13.7,173,2.974358974,
EM2,19.5,,12,9.7,129,,
EM2,23.8,0.387096774,12.1,10,123.5,3.361111111,
EM2,38,0.310880829,20.73,16.68,226,3.3,
EM2,30.79,0.553398058,16.53,,194.93,3.245614035,
EM2,1.8,0.092592593,1.76,3.95,18.9,2.6,
EM2,10.2,0.355932203,6.99,,65.86,3.428571429,
EM2,16,0.28030303,10.98,10.01,115.3,3.081081081,
EM2,13.09,,10.4,3.17,55,4.3,30W
EM2,1.28,,1.58,1.63,3.98,1.2,
EM2,,,18.3,13.2,226,,30W
EM2,1.29,,1.24,0.67,,,30W
EM2,5.57,,3.6,2.75,,,30W
EM2,2.55,0.204545455,3.13,0.97,11.52,1.777777778,
EM2,33.59,,20.5,15.63,,,30W
EM2,42.36,,25.2,18.26,,,30W
EM2,72.17,,46.3,34.89,,,30W
EM2,6.16,,4.28,2.74,,,30W
EM2,6.96,,4.21,3.82,,,30W
EM2,8.34,,,4.83,,,30W
EM2,,,12.45,,,,30W
EM2,,,5.74,,,,30W
EM2,8.6,,,5.13,,,30W
EM2,,,4.98,,,,30W
EM2,,,4.98,,,,30W
EM2,,,5.01,,,,30W
EM2,,,5.54,,,,30W
EM2,,,5.6,,,,30W
EM2,,,16.59,,,,30W
EM2,,,15.58,,,,30W
EM2,,,14.03,,,,30W
EM2,,,14.01,,,,30W
EM2,27.2,,14,9.41,,,30W
EM2,,,11.65,,,,30W
EM2,,,6.08,,,,30W
EM2,,,8.68,,,,30W
EM2,9.93,,5.95,5.13,,,30W
EM2,21.38,,,14.62,,,30W
EM2,15.46,,,6.14,,,30W
EM2,24.77,,,14.54,,,30W
EM2,11.65,,,6.49,,,30W
EM2,21.83,,13.3021,15.02,,,30W
EM2,8.21,,5.58,4.29,,,30W
EM2,28.84,,20.2,17.83,,,30W
EM2,32.79,,,19.3,,,30W
EM2,11.39,,,6.61,,,30W
EM2,8.95,,,5.67,,,30W
EM2,28.25,,18.4,18.48,,,30W
EM2,22.93,,,14.62,,,30W
EM2,,,11.4,7.13,76,,30W
EM2,49.8,1.492857143,37.74,35,425,0.313397129,30W
EM2,55.1,1.790322581,44.01,45,499,0.304054054,30W
EM2,36.4,1.530927835,30.5,23,357,0.255892256,30W
EM2,,,4.1,2.93,36,,30W
EM2,45.6,0.502283105,31.4,20.1,263,3.063636364,30W
EM2,61.8,1.973684211,41.45,27,320,0.314666667,30W
EM2,,,8,6.28,76,,30W
EM2,31.8,0.444444444,24.1,27.2,290,3.486111111,30W
EM2,48,0.556097561,36.6,28.5,404,3.350877193,30W
EM2,40,,29,20,264,4.166666667,
EM2,44,,25,23,377,5.576923077,
EM2,62,,43,23,517,4.545454545,
EM2,83,,45,63,795,4.639175258,
EM2,84,,56,56,802,4.857142857,
EM2,89,,57,61,771,4.48,
EM2,77,,49,49,747,4.270833333,
EM2,67,,47,43,634,4.545454545,
EM2,81,,58,43,700,4.632352941,
EM2,62,,45,33,561,5,
EM2,165,,132,58,986,3.269639066,
EM2,112,,87,59,844,4.126213592,
EM2,67,,52,31,514,4.732824427,
EM2,47,,36,25,352,4.4,
EM2,66.761,0.392408938,56.948,30.22,504,4.269890796,
EM2,54.5,0.385057471,29,16.3,227,3.835820896,
EM2,87,0.38700565,56.7,27.3,394,4.299270073,
EM2,69.2,0.425,52.9,23,330,4.100840336,
EM2,49.6,0.372881356,31.3,20.4,231,3.965909091,
EM2,154,0.435435435,77.5,24.7,304,5.482758621,
EM2,59,0.444897959,40.2,16.8,268,3.926605505,
EM2,35.4,0.378787879,20.1,11.6,145,3.88,
EM2,52.5,0.383838384,36,17.7,235,4.460526316,
EM2,64.3,0.38671875,41.4,22.5,275,3.96969697,
EM2,121.96,0.758768983,111.946,62.882,772,2.611052072,
EM2,84.6,0.591304348,81.9,39.9,571,3.857843137,
EM2,66.397,0.470509978,42.251,22.561,502,4.362865221,
EM2,73.798,0.48211731,43.982,34.218,477,3.988130564,
EM2,89.679,0.47856554,46.163,28.676,581,3.93712317,
EM2,76.231,0.361954721,32.98,21.789,592,2.149504195,
EM2,50.256,0.506797172,39.117,14.876,359,4.277896996,
EM2,58.282,0.322115385,43.308,25.67,457,4.293532338,
EM2,67.804,0.446536651,50.817,32.355,498,3.829066265,
EM2,96.391,0.556139613,92.207,49.171,725,3.753497164,
EM2,,,,,,3.67965368,
EM2,8.6,0.239051095,5.13,3.48,38.2,3.358778626,
EM2,7.72,0.272373541,5.2,5.37,34.71,2.878571429,
EM2,13.68,0.280361757,7.99,4.96,53.47,3.65437788,
EM2,11.2,0.295958279,7.18,6.86,109.5,3.81938326,
EM2,117.28,0.588829284,52.9,37.94,1184.1,3.570203644,
EM2,,0.456,44.1,41.6,814.7,4.456140351,
EM2,,0.556756757,90.8,101.8,1546.7,5.932038835,
EM2,102.6,0.54599874,59.89,62.38,1052.6,3.864396999,
EM2,83.21,0.522752915,47.53,53.96,857.8,3.795683453,
EM2,83.54,0.494586234,44.4,55.59,904.8,3.824863174,
EM2,,,,64,847.9,,
EM2,,,,52.9,1071.3,,
EM2,61.85,0.597144631,32.43,30.11,526.9,3.83991684,
EM2,,,,59.2,1120,,
EM2,,,,18,566.1,,
EM2,95.9,0.850967742,73.8,28.5,627,3.040181956,
EM2,90.3,0.783586626,81.4,29.2,620,3.173002327,
EM2,200.6,0.144943165,346.6,61.3,942,4.269052886,
EM2,77,0.383745583,62.3,33.4,594,3.070902394,
EM2,36.8,0.4375,29.8,10.8,133,2.226890756,
EM2,35,0.417177914,23,21,344,3.852941176,
EM2,68,0.555555556,46,30,483,3.859259259,
EM2,72,0.53909465,43,32,518,4.152671756,
EM2,60,0.395705521,44,43,552,3.589147287,
EM2,61.1,0.494845361,49.6,39.2,600,3.791666667,
EM2,39.3,0.402183406,35.9,26.3,423,3.724212812,
EM2,40.9,0.459693878,34.4,27.8,372,3.551609323,
EM2,42.2,0.615286624,29.5,24.8,389,3.322981366,
EM2,6,,0.53,2,7.1,,
EM2,21,0.271523179,11.55,1.9,119,3.43902439,
EM2,21,0.237762238,11.65,15.4,122,4,
EM2,24.7,0.303414634,18.8,1.9,177,3.022508039,
EM2,17,0.185714286,13.3,17.6,121,3.938461538,
EM2,17.9,0.27345679,13.3,11.7,142,3.115124153,
EM2,52,0.401960784,46.6,34.7,593,3.422764228,
EM2,46.5,0.419230769,39.3,29.9,484,3.71559633,
EM2,51.1,0.263279446,57.2,58.5,706,4.192982456,
EM2,31.6,0.425,27.2,26.7,336,3.795518207,
EM2,64.2,0.449541284,53.7,46.2,629,3.727891156,
EM2,54.7,0.54028436,39.9,36.2,460,4.01754386,
EM2,48.4,0.601328904,45.3,36.3,484,2.580110497,
EM2,53,0.276803119,64.6,42.9,676,3.929577465,
EM2,55.8,0.588516746,40.2,35.7,453,3.894308943,
EM2,54.9,0.584821429,41.6,31.1,466,3.687022901,
EM2,54.7,0.469594595,44.9,33.4,483,3.316546763,
EM2,65.8,0.373873874,62.5,46.3,686,3.777108434,
EM2,60.6,0.489655172,53,27.5,555,4.028169014,
EM2,52.7,0.615384615,41.6,28.5,477,3.359375,
EM2,56.6,0.542372881,43.1,34.1,490,3.9375,
EM2,62.4,0.544061303,51,16.6,544,4.176056338,
EM2,7.07,0.127884615,12.6,19.2,204,3.884711779,
EM2,7.07,0.127884615,12.6,19.2,204,3.884711779,
EM2,2.82,0.104313725,6.51,12.3,78.6,6.729323308,
EM2,2.82,0.104313725,6.51,12.3,78.6,6.729323308,
EM2,3.58,0.190306122,5.5,14.2,87.3,3.378016086,
EM2,3.58,0.190306122,5.5,14.2,87.3,3.378016086,
EM2,3.98,0.219047619,5.18,11,82.8,2.543478261,
EM2,3.98,0.219047619,5.18,11,82.8,2.543478261,
EM2,8.09,0.147138965,17.7,38.9,290,3.546296296,
EM2,8.09,0.147138965,17.7,38.9,290,3.546296296,
EM2,4.85,0.228571429,5.54,3.68,21.5,2.25,
EM2,13.8,0.169402985,18.6,18.9,116,2.995594714,
EM2,14.4,0.119931271,14.9,13.6,112,3.954154728,
EM2,43.4,0.626436782,33.7,28.4,444,2.853211009,
EM2,114,0.618504436,114,44,483,1.823770492,
EM2,76,0.351351351,69.1,13.9,320,5.353846154,
EM2,82.1,0.469375,108,8.94,373,1.213049268,
EM2,12.8,0.178688525,15.3,10.1,121,1.727828746,
EM2,61.5,0.339449541,44.8,57.9,387,4.297297297,
EM2,28,,22.1,12,,,RedSea
EM2,32,,27.7,18,,,RedSea
EM2,37,,30.4,17,217,4.544117647,RedSea
EM2,31,,25.5,13,187,3.969230769,RedSea
EM2,22,,17.2,10,,,RedSea
EM2,35.33,0.305500331,22.76,12.26,185.2,3.867678959,RedSea
EM2,34,,25.7,18,,,RedSea
EM2,23.5,0.335664336,18.1,7.33,163,3.645833333,RedSea
EM2,48.43,0.385508407,28.76,27.28,348.2,4.170301142,RedSea
EM2,31.4,0.323671498,28,20,218,4.014925373,
EM2,32.1,0.365079365,26.1,21.5,256,4.115942029,
EM2,36.3,0.398058252,29,24.1,258,4.987804878,
EM2,39.6,0.420792079,31.4,21.7,303,5.305882353,
EM2,37.6,0.428571429,30.4,24.3,281,4.688172043,
EM2,35.3,0.373205742,27.9,32.9,285,5.153846154,
EM2,43.2,0.418972332,34.1,45.6,351,4.688679245,
EM2,63.1,0.468277946,50.3,38.9,442,4.664516129,
EM2,75.1,0.534883721,59.5,54.8,508,4.358695652,
EM2,62.3,0.463636364,49.7,31.6,431,4.640522876,
EM2,13.78,0.295081967,8.3,9.54,71.95,2.861111111,
EM2,10.91,0.426966292,8.55,7.24,52.88,2.605263158,
EM2,12.68,0.386666667,8.49,9.18,48.8,3.310344828,
EM2,26.43,0.264150943,18.06,20.9,242,4.267857143,
EM2,54.8,0.75,41.3,27.3,310,3.5,
EM2,34,1.5,25.8,11,197,1.666666667,
EM2,3.2,0.448275862,3.85,17.1,12,1.923076923,
EM2,4,0.391304348,3.95,19.9,24,1.888888889,
EM2,,0.233333333,,32.1,,9.714285714,
EM2,37.4,0.416915423,28.3,30.6,257,4.15274463,
EM2,1.01,0.643410853,1.09,3.53,25.4,0.987951807,
EM2,,0.465454545,,18.8,,3.515625,
EM2,,1.201149425,,30.2,,1.846889952,
EM2,,0.529411765,,26.6,,2.51010101,
EM2,,0.453038674,,32.8,,4.323170732,
EM2,,0.71875,,15.1,,3.565217391,
EM2,,0.85,,,,4.5,
EM2,,0.75,,,,5,
EM2,,0.592592593,,,,4.104166667,
EM2,,0.619047619,,29.5,,4.230769231,
EM2,,0.565217391,,28.8,,3.923076923,
EM2,,2,,17.3,,2.9,
EM2,,0.6875,,31.8,,3.818181818,
EM2,,0.979233227,,40.6,,1.908646003,
EM2,27.7,0.102631579,22.48,14.83,270,4.58974359,
EM2,32,0.130337079,28.13,28.04,153,3.724137931,
EM2,31.3,0.062647754,45.82,37.68,184,3.962264151,
EM2,19,0.24,18.1,22,283,4.833333333,
EM2,43,0.464285714,38.2,32,464,4.307692308,
EM2,58,0.484848485,46.8,55,630,4.25,
EM2,156,0.113432836,82.2,64.6,888,34.47368421,
EM2,134,0.117676768,81.4,53.3,1060,14.07725322,
EM2,69.6,0.370546318,84.9,55.5,802,2.596153846,
EM2,11.2,1.174418605,7.21,4.52,58.4,4.99009901,
EM2,35.1,0.7,21.6,24.4,294,4.571428571,
EM2,15.3,0.333333333,9.5,9,116.4,7.5,
EM2,26.3,0.384615385,14.5,14.4,166.6,4.6,
EM2,23.3,0.625,14.2,4.4,68,4.2,
EM2,67.7,0.571984436,48.1,53.8,529,4.380952381,
EM2,81.5,0.4921875,56.8,90.8,651,4.153439153,
EM2,66.5,0.392156863,52.5,57,623,5.258333333,
EM2,16.5,0.625,10.2,12.1,98,3,
EM2,9.37,0.381818182,5.51,2.55,31.6,3.322751323,
EM2,9.6,0.453405018,5.55,3.46,49.3,2.537549407,
EM2,20.7,0.464634146,11.3,3.92,88.7,3.884514436,
EM2,21.5,0.331961591,11.5,5.08,81.3,6.404958678,
EM2,25.1,0.257553957,15.5,9.38,117,4.636871508,
EM2,11.4,0.428571429,7.7,5.1,66.4,3.666666667,
EM2,23.5,0.267260579,13,5.21,90.3,7.041666667,
EM2,9.9,0.56892779,5.78,3.34,42,2.796153846,
EM2,28,0.339252336,15.7,3.87,154,5.702479339,
EM2,47,0.714285714,33,24,326,4.1,
EM2,36,0.885714286,31.1,20,230,2.741935484,
